uid,code,description
pE8WCzwwMcC,A54,A54 Gonococcal infection
aahQvhUMV8F,A540,A540 Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
aDiRjbzdQrL,A541,A541 Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess
rsZfcMYO936,A542,A542 Gonococcal pelviperitonitis and other gonococcal genitourinary infections
kP0F2D6mevM,A543,A543 Gonococcal infection of eye
ZXXvqT6PIMq,A544,A544 Gonococcal infection of musculoskeletal system
Q9jwR7w04bM,A545,A545 Gonococcal pharyngitis
W17knp9nxCB,A546,A546 Gonococcal infection of anus and rectum
PSYLU3RtiBN,A548,A548 Other gonococcal infections
GF22jYE4GlF,A549,A549 Gonococcal infection unspecified
o37bRxw7QLG,A55,A55 Chlamydial lymphogranuloma venereum
SrXXpj2LPIi,A56,A56 Other sexually transmitted chlamydial diseases
biPXwFUqBZu,A560,A560 Chlamydial infection of lower genitourinary tract
Ij3rTCOvJxR,A561,A561 Chlamydial infection of pelviperitoneum and other genitourinary organs
oakS19y7Va1,A562,A562 Chlamydial infection of genitourinary tract unspecified
RWbCjKlouQF,A563,A563 Chlamydial infection of anus and rectum
Egb0e2UwDLG,A564,A564 Chlamydial infection of pharynx
ddgSROvHj3L,A568,A568 Sexually transmitted chlamydial infection of other sites
e476D3fx3YC,A57,A57 Chancroid
CD7X0G3tXQV,A58,A58 Granuloma inguinale
M4BWkuq3eaW,A59,A59 Trichomoniasis
vDhSRm87U72,A590,A590 Urogenital trichomoniasis
t68lfciyuri,A598,A598 Trichomoniasis of other sites
cSEm8ZBlFuw,A599,A599 Trichomoniasis unspecified
BvCQbRqfb6Y,A60,A60 Anogenital herpesviral herpes simplex infection
pLrxOwjko48,A600,A600 Herpesviral infection of genitalia and urogenital tract
Kp1srHzaXRF,A601,A601 Herpesviral infection of perianal skin and rectum
J1MLxDw2CNa,A609,A609 Anogenital herpesviral infection unspecified
eo6ZbOotPyQ,A63,A63 Other predominantly sexually transmitted diseases NEC
bpeXknGFrzG,A630,A630 Anogenital venereal warts
W4zSeVxPRnE,A638,A638 Other specified predominantly sexually transmitted diseases
ndJoHmrePW8,A64,A64 Unspecified sexually transmitted disease
EQzeNYmagvh,A65,A65 Nonvenereal syphilis
fu8kgJmgoXv,A66,A66 Yaws
TM3ihgQOSoG,A660,A660 Initial lesions of yaws
htaba9JvakX,A661,A661 Multiple papillomata and wet crab yaws
sqOsXIjFGzC,A662,A662 Other early skin lesions of yaws
KHIlmv8pSP9,A663,A663 Hyperkeratosis of yaws
HGe95E3f19E,A664,A664 Gummata and ulcers of yaws
R0bZAgFWodL,A665,A665 Gangosa
hxjIx1ICdCL,A666,A666 Bone and joint lesions of yaws
owMT8x8gT7c,A667,A667 Other manifestations of yaws
IQqkcEQbslW,A669,A669 Yaws unspecified
AhOFspfaBay,A67,A67 Pinta carate
idvPuwYKf8m,A670,A670 Primary lesions of pinta
q3YwJUgFcqe,A671,A671 Intermediate lesions of pinta
SvmJqkbXAE2,A672,A672 Late lesions of pinta
uc30fELcoXN,A673,A673 Mixed lesions of pinta
nUwD9KdEtOd,A679,A679 Pinta unspecified
KsP2jMC5hKs,A68,A68 Relapsing fevers
o4aAIq3NnQW,A680,A680 Louseborne relapsing fever
IPCq6urUHbl,A681,A681 Tickborne relapsing fever
FdhN3N93J8u,A689,A689 Relapsing fever unspecified
d2hBx2vkf87,A69,A69 Other spirochaetal infections
XLIyj37d8ud,A690,A690 Necrotizing ulcerative stomatitis
yTH3lBDOizK,A691,A691 Other Vincents infections
px1EMSqklNi,A692,A692 Lyme disease
SLKpcsbsIDd,A698,A698 Other specified spirochaetal infections
lXc2tmUBryI,A699,A699 Spirochaetal infection unspecified
wJ4B3JnV4Wf,A70,A70 Chlamydia psittaci infection
j7ljeg4Jp0j,A71,A71 Trachoma
jxHhXNqNu2D,A710,A710 Initial stage of trachoma
zpCMrzJA4SC,A711,A711 Active stage of trachoma
IVh6OHj88o4,A719,A719 Trachoma unspecified
VD5h2ihbVJ1,A74,A74 Other diseases caused by chlamydiae
eBhceRBt7lD,A740,A740 Chlamydial conjunctivitis
gIE9uC3MPbZ,A748,A748 Other chlamydial diseases
BF6Ufh8hb0C,A749,A749 Chlamydial infection unspecified
edpjAb6PKx2,A75,A75 Typhus fever
ceNskxtacTR,A750,A750 Epidemic louseborne typhus fever due to Rickettsia prowazekii
CV307qS0Uso,A751,A751 Recrudescent typhus Brills disease
VW94EREUjT8,A752,A752 Typhus fever due to Rickettsia typhi
cjHUUsraINS,A753,A753 Typhus fever due to Rickettsia tsutsugamushi
Yl06ykQYYN9,A759,A759 Typhus fever unspecified
duGoinpV5o3,A77,A77 Spotted fever tickborne rickettsioses
gmzQxU7IwFZ,A770,A770 Spotted fever due to Rickettsia rickettsii
wK3V7lXQSKe,A771,A771 Spotted fever due to Rickettsia conorii
nVRf0tgfGyH,A772,A772 Spotted fever due to Rickettsia sibirica
WZMGXfB0dbT,A773,A773 Spotted fever due to Rickettsia australis
OkXruBCBBYM,A778,A778 Other spotted fevers
GSWm1Z3Lmao,A779,A779 Spotted fever unspecified
t3jXEwpSlLg,A78,A78 Q fever
CsdQn0w98pr,A79,A79 Other rickettsioses
qxLWPgH5naI,A790,A790 Trench fever
Vp7l6oO0Prd,A791,A791 Rickettsialpox due to Rickettsia akari
dLhPnJDZGKM,A798,A798 Other specified rickettsioses
QgsoWfKe1jZ,A80,A80 Acute poliomyelitis
nJNJMm1HJHA,A800,A800 Acute paralytic poliomyelitis vaccineassociated
c3kJkmqEMjU,A801,A801 Acute paralytic poliomyelitis wild virus imported
jMuC3HsULyF,A802,A802 Acute paralytic poliomyelitis wild virus indigenous
LZlURovmbac,A803,A803 Acute paralytic poliomyelitis other and unspecified
RYebcZ7OHmT,A804,A804 Acute nonparalytic poliomyelitis
hn8I7awiqTt,A809,A809 Acute poliomyelitis unspecified
ZtBu6wYKnpb,A81,A81 Atypical virus infections of central nervous system
JPC5kV0VDaa,A810,A810 CreutzfeldtJakob disease
YAEzdcK8Twg,A811,A811 Subacute sclerosing panencephalitis
x3eYha2WVJW,A812,A812 Progressive multifocal leukoencephalopathy
QT29dr4urBV,A818,A818 Other atypical virus infections of central nervous system
vqccqFphqUj,A819,A819 Atypical virus infection of central nervous system unspecified
mgqKu6moJsL,A82,A82 Rabies
oWnuCrQl4Zj,A820,A820 Sylvatic rabies
kC2GOPgZUzF,A821,A821 Urban rabies
rB9UNLIKbUo,A829,A829 Rabies unspecified
nJLNUHdNSP8,A83,A83 Mosquitoborne viral encephalitis
K4iEIvCLxnJ,A830,A830 Japanese encephalitis
v9TnYIxSDA8,A831,A831 Western equine encephalitis
qMLmBe9eknZ,A832,A832 Eastern equine encephalitis
Ceq5aKCme3S,A833,A833 St Louis encephalitis
t5o97jOKmzT,A834,A834 Australian encephalitis
wRbGlDW35tr,A835,A835 California encephalitis
bpZh5srTxN3,A836,A836 Rocio virus disease
gde1bsFOics,A838,A838 Other mosquitoborne viral encephalitis
O1Z4F3rXkWh,A839,A839 Mosquitoborne viral encephalitis unspecified
N1Q8zWiOcoz,A84,A84 Tickborne viral encephalitis
KyLTpNeAHAY,A840,A840 Far Eastern tickborne encephalitis Russian springsummer encephalitis
ZCHCJ470bj3,A841,A841 Central European tickborne encephalitis
ErXSIKwycn8,A848,A848 Other tickborne viral encephalitis
kiyaXzrLjP4,A849,A849 Tickborne viral encephalitis unspecified
gxADyZPhXWB,A85,A85 Other viral encephalitis NEC
KCncaumfYmJ,A850,A850 Enteroviral encephalitis
mazaKtotbGR,A851,A851 Adenoviral encephalitis
T3fauoBtPOS,A852,A852 Arthropodborne viral encephalitis unspecified
HzzQhjzQQtA,A858,A858 Other specified viral encephalitis
xp5HasFtpHz,A86,A86 Unspecified viral encephalitis
LT8HGrkweYi,A87,A87 Viral meningitis
nnow95HBWqD,A870,A870 Enteroviral meningitis
ehn2kjpwUEW,A871,A871 Adenoviral meningitis
CmW3U4TXX5B,A872,A872 Lymphocytic choriomeningitis
C1DC2cZpCjq,A878,A878 Other viral meningitis
XMl7JLKurCG,A879,A879 Viral meningitis unspecified
meDyaG1H1hg,A88,A88 Other viral infections of central nervous system NEC
NnRQCnxibYc,A880,A880 Enteroviral exanthematous fever Boston exanthem
JgQgrWnq06t,A881,A881 Epidemic vertigo
mVwCPJqhsMp,A888,A888 Other specified viral infections of central nervous system
PdwZQQBjqbz,A89,A89 Unspecified viral infection of central nervous system
MYWt1zy9Xor,A90,A90 Dengue fever classical dengue
eXPCeEMUMMD,A91,A91 Dengue haemorrhagic fever
ji6wWjFLgco,A92,A92 Other mosquitoborne viral fevers
Aj9lSsnviSm,A920,A920 Chikungunya virus disease
W6sGNq8EwFa,A921,A921 Onyongnyong fever
slsOP123Ro2,A922,A922 Venezuelan equine fever
GM9fFMh7MRP,A923,A923 West Nile fever
JipExRSG7Un,A924,A924 Rift Valley fever
osI8L3zFspT,A928,A928 Other specified mosquitoborne viral fevers
HglAOiFtUpG,A929,A929 Mosquitoborne viral fever unspecified
RaxG9HGpIAT,A93,A93 Other arthropodborne viral fevers NEC
qbYc7q6RUYn,A930,A930 Oropouche virus disease
xmpaMq8WHn3,A931,A931 Sandfly fever
Ju1XK6eucxx,A932,A932 Colorado tick fever
Sb8lwqjdm84,A938,A938 Other specified arthropodborne viral fevers
mmRu9QHfNKh,A94,A94 Unspecified arthropodborne viral fever
aadPgjqHcVU,A95,A95 Yellow fever
BeRDFISCxLR,A950,A950 Sylvatic yellow fever
OgeGncSreVB,A951,A951 Urban yellow fever
WUD67boaPG4,A959,A959 Yellow fever unspecified
PL4a5BsXxnh,A96,A96 Arenaviral haemorrhagic fever
JsQTKpjFdWJ,A960,A960 Junin haemorrhagic fever
e6AC1YSl9Ly,A961,A961 Machupo haemorrhagic fever
QVbga7sZqKE,A962,A962 Lassa fever
Dn3TwqLXHz3,A968,A968 Other arenaviral haemorrhagic fevers
O2PbXh12tDh,A969,A969 Arenaviral haemorrhagic fever unspecified
cyAgDTsDVsm,A98,A98 Other viral haemorrhagic fevers NEC
CC4OOtlJCNw,A980,A980 CrimeanCongo haemorrhagic fever
DH1aKE8UEQM,A981,A981 Omsk haemorrhagic fever
XXFq2kUHpA4,A982,A982 Kyasanur Forest disease
ytF3FATN2JT,A983,A983 Marburg virus disease
YWjOt4qMOV0,A984,A984 Ebola virus disease
EKfVEx3RmPj,A985,A985 Haemorrhagic fever with renal syndrome
nhyg6lTGxub,A988,A988 Other specified viral haemorrhagic fevers
HAKK1jmxG1A,A99,A99 Unspecified viral haemorrhagic fever
YzxqLdMxysI,B00,B00 Herpesviral herpes simplex infections
CuKhQkEPu1z,B000,B000 Eczema herpeticum
drdTgSDG9tA,B001,B001 Herpesviral vesicular dermatitis
FU710eXSqFs,B002,B002 Herpesviral gingivostomatitis and pharyngotonsillitis
UAmbgTmNIZY,B003,B003 Herpesviral meningitis
OalsDZ7P1fP,B004,B004 Herpesviral encephalitis
brteRfjwSuD,B005,B005 Herpesviral ocular disease
FdaKXILRHvN,B007,B007 Disseminated herpesviral disease
Gzi0DJnAWVa,B008,B008 Other forms of herpesviral infection
iUT13tC7KJD,B009,B009 Herpesviral infection unspecified
bE3BJdFV87T,B01,B01 Varicella chickenpox
Nx6xb1Bij9X,B010,B010 Varicella meningitis
EWqnt7buOur,B011,B011 Varicella encephalitis
rW6akdFfjsr,B012,B012 Varicella pneumonia
ZPtNtScChaH,B018,B018 Varicella with other complications
Qw8MHYQ7gPZ,B019,B019 Varicella without complication
N0KlAAqgojH,B02,B02 Zoster herpes zoster
kyRnfp4OrOv,B020,B020 Zoster encephalitis
D1kwh4ZWnbE,B021,B021 Zoster meningitis
do4MWdMIg8k,B022,B022 Zoster with other nervous system involvement
NHbcKV2SgAT,B023,B023 Zoster ocular disease
hVHDRbTe3kP,B028,B028 Zoster with other complications
c475bKjCltb,B029,B029 Zoster without complication
wu1NvxKr5Aq,B03,B03 Smallpox
Xu69FXo91uV,B05,B05 Measles
F6yCxB8TnaJ,B050,B050 Measles complicated by encephalitis
sC96pqDvIMk,B051,B051 Measles complicated by meningitis
svwOVJ5MF0Z,B052,B052 Measles complicated by pneumonia
mZvnNhYR0PI,B053,B053 Measles complicated by otitis media
ydoZOb4HHzC,B054,B054 Measles with intestinal complications
aEAyJSEYXg3,B058,B058 Measles with other complications
UXvZOsPzgk3,B059,B059 Measles without complication
vZy6UNLBgSt,B06,B06 Rubella German measles
Qqy9ywXslad,B060,B060 Rubella with neurological complications
tTVVJZunEoT,B068,B068 Rubella with other complications
jrEQwFfN8iD,B069,B069 Rubella without complication
r5ZBrtp7MUR,B07,B07 Viral warts
wlCf9IRr1Yu,B08,B08 Other viral infections characterized by skin and mucous membrane lesions NEC
S9iAfCLGNxZ,B080,B080 Other orthopoxvirus infections
FbZ5pRc1WL1,B081,B081 Molluscum contagiosum
r5HePXO3XLO,B082,B082 Exanthema subitum sixth disease
RxpsarxOUkP,B083,B083 Erythema infectiosum fifth disease
il8zonH8AiQ,B084,B084 Enteroviral vesicular stomatitis with exanthem
kXF0fA4rOxM,B085,B085 Enteroviral vesicular pharyngitis
Yx41XbXrWxy,B088,B088 Other specified viral infections characterized by skin and mucous membrane lesions
JELJndMPpBK,B09,B09 Unspecified viral infection characterized by skin and mucous membrane lesions
d88SH60xFvu,B150,B150 Hepatitis A with hepatic coma
cqSQWmeWSn4,B159,B159 Hepatitis A without hepatic coma
NoJALRn21rq,B16,B16 Acute hepatitis B
X8LTd0n1tu6,B160,B160 Acute hepatitis B with deltaagent coinfection with hepatic coma
NgN7x7zaWx3,B161,B161 Acute hepatitis B with deltaagent coinfection without hepatic coma
DJecgcoZZXz,B162,B162 Acute hepatitis B without deltaagent with hepatic coma
fCQ9bCsvibx,B169,B169 Acute hepatitis B without deltaagent and without hepatic coma
QQRjcvYe1Hj,B17,B17 Other acute viral hepatitis
C5KLGqT6RDl,B170,B170 Acute deltasuperinfection of hepatitis B carrier
ahVYHPFsFQR,B171,B171 Acute hepatitis C
Khm1S2mNmhU,B172,B172 Acute hepatitis E
sLuLYOOYZrO,B178,B178 Other specified acute viral hepatitis
KKgIjJ2duvC,B179,B179 Acute viral hepatitis unspecified
pwDGlIIELN3,B18,B18 Chronic viral hepatitis
TcHRPZo1Zng,B180,B180 Chronic viral hepatitis B with deltaagent
FnjIcWQAzeu,B181,B181 Chronic viral hepatitis B without deltaagent
FRxGBaQfHH1,B188,B188 Other chronic viral hepatitis
qY0QpBOo83M,B189,B189 Chronic viral hepatitis unspecified
sDGCFulKwzx,B19,B19 Unspecified viral hepatitis
yDUo2DNzej8,B190,B190 Unspecified viral hepatitis hepatic with coma
WWkEoHVokZZ,B199,B199 Unspecified viral hepatitis without hepatic coma
xGySmJ432zK,B20,B20 Human immunodeficiency virus HIV disease resulting in infectious and parasitic diseases
Q0Was11lCFZ,B200,B200 HIV disease resulting in mycobacterial infection
sUwEgsiqIMV,B201,B201 HIV disease resulting in other bacterial infections
TH20KKL4QbK,B202,B202 HIV disease resulting in cytomegaloviral disease
RC1a903sAVV,B203,B203 HIV disease resulting in other viral infections
QVHHXYPySM7,B204,B204 HIV disease resulting in candidiasis
Hv56jImQld0,B205,B205 HIV disease resulting in other mycoses
VnOakesjpZ5,B206,B206 HIV disease resulting in Pneumocystis carinii pneumonia
dcYkxj9gMYC,B207,B207 HIV disease resulting in multiple infections
V4f39KnLXs3,B208,B208 HIV disease resulting in other infectious and parasitic diseases
WGXIpgtWMIj,B209,B209 HIV disease resulting in unspecified infectious or parasitic disease
rmeBiH4YGkb,B21,B21 Human immunodeficiency virus HIV disease resulting in malignant neoplasms
NJ18iNQ53xp,B210,B210 HIV disease resulting in Kaposis sarcoma
G1AI9KJK0Wc,B211,B211 HIV disease resulting in Burkitts lymphoma
vpR5w0khw7L,B212,B212 HIV disease resulting in other types of nonHodgkins lymphoma
q0CihRloXUz,B213,B213 HIV disease resulting in other malignant neoplasms of lymphoid haematopoietic and related tissue
GcPZDAdKcer,B217,B217 HIV disease resulting in multiple malignant neoplasms
bfMt4ueIHJr,B360,B360 Pityriasis versicolor
DzxGjUeZ2cL,B218,B218 HIV disease resulting in other malignant neoplasms
Whcr2UrSRBW,B219,B219 HIV disease resulting in unspecified malignant neoplasm
skmHyfavNLY,B22,B22 Human immunodeficiency virus HIV disease resulting in other specified diseases
Jo5psfz8jlW,B220,B220 HIV disease resulting in encephalopathy
lu4Fc8KLRlf,B221,B221 HIV disease resulting in lymphoid interstitial pneumonitis
qbrYJuGK89N,B222,B222 HIV disease resulting in wasting syndrome
POWlEngAosi,B372,B372 Candidiasis of skin and nail
IRCSvxNYr1P,B227,B227 HIV disease resulting in multiple diseases classified elsewhere
QA4ZeEDa3Ip,B23,B23 Human immunodeficiency virus HIV disease resulting in other conditions
poikZgdqVgf,B230,B230 Acute HIV infection syndrome
rCzwsXeekXL,B231,B231 HIV disease resulting in persistent generalized lymphadenopathy
yZUnQ1er5cU,B232,B232 HIV disease resulting in haematological and immunological abnormalities NEC
eWJJpZaH133,B238,B238 HIV disease resulting in other specified conditions
q54994on3p1,B24,B24 Unspecified human immunodeficiency virus HIV disease
Ye1pOaTUVE7,B25,B25 Cytomegaloviral disease
HvZMYF7iZn1,B250,B250 Cytomegaloviral pneumonitis
yqmE7rO3pQa,C321,C321 Supraglottis
uv3ldsZVg60,B251,B251 Cytomegaloviral hepatitis
eq296xKDo6j,B252,B252 Cytomegaloviral pancreatitis
ImZawn53kS1,B258,B258 Other cytomegaloviral diseases
hZ5JFioNd5R,B259,B259 Cytomegaloviral disease unspecified
N7JidvMHFvK,B26,B26 Mumps
FTqQEfUMNRV,B261,B261 Mumps meningitis
eG5OmsuOaDW,B262,B262 Mumps encephalitis
X9a1PfZhmBR,B263,B263 Mumps pancreatitis
Z5ri9pmx7Qd,B268,B268 Mumps with other complications
A5hloNmIpde,B269,B269 Mumps without complication
noePALOKDcw,B27,B27 Infectious mononucleosis
YMeSaylkoSp,B270,B270 Gammaherpesviral mononucleosis
nuyNWYFqZ8G,B271,B271 Cytomegaloviral mononucleosis
fgnF7tbkRX7,B278,B278 Other infectious mononucleosis
Fz5hZPTAEPq,B279,B279 Infectious mononucleosis unspecified
EmutFeH1U2I,B30,B30 Viral conjunctivitis
poRLyFX8B13,B300,B300 Keratoconjunctivitis due to adenovirus
E44aJTCOj1E,B301,B301 Conjunctivitis due to adenovirus
F7q0z9uQ3wO,B302,B302 Viral pharyngoconjunctivitis
GYF6Vm9EsSR,B303,B303 Acute epidemic haemorrhagic conjunctivitis enteroviral
rYQUZZZSVsU,B308,B308 Other viral conjunctivitis
NqWXWmZpgiC,B309,B309 Viral conjunctivitis unspecified
qIEoAbJeHGG,B33,B33 Other viral diseases NEC
i1qirHpgmZh,B330,B330 Epidemic myalgia
z3hW67jJs6L,B331,B331 Ross River disease
WonrltWos0V,B332,B332 Viral carditis
VdwkbyZBwbJ,B333,B333 Retrovirus infections NEC
UFfwI3pofvU,B334,B334 Hantavirus cardiopulmonary syndrome HPS HCPS
stFp0Cjo7AG,B338,B338 Other specified viral diseases
LzoDVhBE4nz,B34,B34 Viral infection of unspecified site
oTSgQznRhve,B340,B340 Adenovirus infection unspecified
mCdpIAV7BgK,B341,B341 Enterovirus infection unspecified
TwERNLssUWf,B342,B342 Coronavirus infection unspecified
wXwCsDxuzjh,B343,B343 Parvovirus infection unspecified
pwMlIa4k74b,B344,B344 Papovavirus infection unspecified
DD7N6rq8fUK,B348,B348 Other viral infections of unspecified site
HEkeFVBbvWC,B349,B349 Viral infection unspecified
QfqUB7tSB3N,B35,B35 Dermatophytosis
jayY52J1CbC,B350,B350 Tinea barbae and tinea capitis
ZXYZlhnfLEQ,B351,B351 Tinea unguium
thqnvt7RvFL,B352,B352 Tinea manuum
u6oC7IYcqJM,B353,B353 Tinea pedis
vigshTawViS,B354,B354 Tinea corporis
Q8DX35vZ7Un,B355,B355 Tinea imbricata
X03tj08VLMt,B356,B356 Tinea cruris
akmNDMaBCYC,B358,B358 Other dermatophytoses
MAaYhPgPTgw,B359,B359 Dermatophytosis unspecified
Jk6aygHlGBg,B36,B36 Other superficial mycoses
aEDvk6D70do,B361,B361 Tinea nigra
imZ2oyBUT29,B362,B362 White piedra
jSHrzYVJCoo,B363,B363 Black piedra
M4YVK8kWt2E,B368,B368 Other specified superficial mycoses
aWROakR2gj3,B369,B369 Superficial mycosis unspecified
C2aQhU6lvOL,B37,B37 Candidiasis
YE1EaSqjKqq,B370,B370 Candidal stomatitis
Lpfj2L0khs9,B371,B371 Pulmonary candidiasis
ib9mDnQ6NyC,B373,B373 Candidiasis of vulva and vagina
SrFu4F2qwCw,B374,B374 Candidiasis of other urogenital sites
KeYMSa0t5DK,B375,B375 Candidal meningitis
aUrP4emVdfX,B376,B376 Candidal endocarditis
oRHWgW7Lndb,B377,B377 Candidal septicaemia
P49up90kkgz,B378,B378 Candidiasis of other sites
xcCgBa62xUW,B379,B379 Candidiasis unspecified
r7zvVN1ySDc,B38,B38 Coccidioidomycosis
Qmwfgv3zELU,B380,B380 Acute pulmonary coccidioidomycosis
V4NtVQtRlVj,B381,B381 Chronic pulmonary coccidioidomycosis
b0jRVx6uYN2,B382,B382 Pulmonary coccidioidomycosis unspecified
PWblLMXQZxv,B383,B383 Cutaneous coccidioidomycosis
lwNnD6Mzebn,B384,B384 Coccidioidomycosis meningitis
k5lOpMaEscg,B387,B387 Disseminated coccidioidomycosis
I2JKUq0MSKc,B388,B388 Other forms of coccidioidomycosis
lHgLvdAtchI,B389,B389 Coccidioidomycosis unspecified
WWzeJB1aseR,B39,B39 Histoplasmosis
Rqayfp1kuBv,B390,B390 Acute pulmonary histoplasmosis capsulati
wgSnblb9A1A,B391,B391 Chronic pulmonary histoplasmosis capsulati
kQPqa9xyop0,B392,B392 Pulmonary histoplasmosis capsulati unspecified
RrrFp9lQUyA,B393,B393 Disseminated histoplasmosis capsulati
teProdwmuXO,B394,B394 Histoplasmosis capsulati unspecified
BJJiAldqFcG,B399,B399 Histoplasmosis unspecified
v09RWmYCFle,B40,B40 Blastomycosis
bhCtDbz5tNK,B400,B400 Acute pulmonary blastomycosis
EqOyyaHJc9y,B401,B401 Chronic pulmonary blastomycosis
Bb8IJ6cjFAG,B402,B402 Pulmonary blastomycosis unspecified
llh8jseE22d,B403,B403 Cutaneous blastomycosis
aNQWm2HpnnP,B407,B407 Disseminated blastomycosis
g12nG9C6aux,B408,B408 Other forms of blastomycosis
L662XUVPUds,B409,B409 Blastomycosis unspecified
PI4xFl8aF0p,B41,B41 Paracoccidioidomycosis
WkYsSGHWpOR,B410,B410 Pulmonary paracoccidioidomycosis
cyFjsrSHr53,B417,B417 Disseminated paracoccidioidomycosis
FHFWVCzmYwI,B418,B418 Other forms of paracoccidioidomycosis
BdhCx7l6oPR,B419,B419 Paracoccidioidomycosis unspecified
LImR0EbWHrk,B42,B42 Sporotrichosis
KMyTcOAYGq6,B420,B420 Pulmonary sporotrichosis
Ip2WzM4VDIk,B421,B421 Lymphocutaneous sporotrichosis
q3DRcsUPrkY,B427,B427 Disseminated sporotrichosis
liEaCYwKk7T,B428,B428 Other forms of sporotrichosis
jGBufOFalgF,B429,B429 Sporotrichosis unspecified
kiMjzNbtKVR,B43,B43 Chromomycosis and phaeomycotic abscess
zeSkkWPljH1,B430,B430 Cutaneous chromomycosis
diHYbBGQ6eS,B431,B431 Phaeomycotic brain abscess
mA5b3UYvvMl,B438,B438 Other forms of chromomycosis
mWIlIYgs1Hs,B439,B439 Chromomycosis unspecified
q9erw7SQd1N,B44,B44 Aspergillosis
m0T9wYwZ3bL,B440,B440 Invasive pulmonary aspergillosis
d4Xd477lX2W,B441,B441 Other pulmonary aspergillosis
YPC5kkkKuDs,B442,B442 Tonsillar aspergillosis
Aj5X0jbpkdv,B447,B447 Disseminated aspergillosis
BONfHdk84P6,B448,B448 Other forms of aspergillosis
unSYykJkRt5,B449,B449 Aspergillosis unspecified
ZAmzgHpf1Gu,B45,B45 Cryptococcosis
SiaCinhSUn4,B450,B450 Pulmonary cryptococcosis
fSnjXP3eVHK,B451,B451 Cerebral cryptococcosis
vH7JawHjLzm,B452,B452 Cutaneous cryptococcosis
FaMrHPY8E7T,B453,B453 Osseous cryptococcosis
d8IctFYob3B,B457,B457 Disseminated cryptococcosis
Q6Zvc4cDby7,B458,B458 Other forms of cryptococcosis
GaasJqeWtb4,B459,B459 Cryptococcosis unspecified
URlaHynAMAG,B46,B46 Zygomycosis
FgYDBI0kHrR,B460,B460 Pulmonary mucormycosis
JNbmW9kSGrz,B461,B461 Rhinocerebral mucormycosis
